Name,業種,従業員数,外部リンク,関係する人物,資本金,設立,本店所在地
LINE株式会社,情報・通信業,"連結：6,488人、単独：1,903人 （2018年12月31日現在） [2]",https://linecorp.com/,,960億63百万円 （2018年12月31日現在） [2],2000年9月4日 [1] （ハンゲームジャパン株式会社）,
株式会社ライトオン,小売業,,https://www.right-on.co.jp/,,61億95百万円,1980年 （ 昭和 55年） 4月1日 [1],
ライク株式会社,サービス業,"連結:6,310人 （2018年5月31日現在）",https://www.like-gr.co.jp/,,14億73百万円,1993年 （ 平成 5年） 9月22日 （株式会社パワーズインターナショナル）,
株式会社ヨンドシーホールディングス,小売業,"連結1,843人（2019年2月）",https://yondoshi.co.jp/,,24億8652万円,1950年 5月18日,
株式会社 四電工,建設業,"2,090名(2019年3月末現在）",http://www.yondenko.co.jp/,,34億5125万円,1963年 5月1日,
株式会社ヨロズ,輸送用機器,"連結7,320名（2018年3月現在）",http://www.yorozu-corp.co.jp/,志藤六郎,"6,200百万円（2014年9月30日現在）",1948年 4月1日 （萬自動車工業株式会社）,
株式会社よみうりランド,サービス業,連結：184名 単独：128名 （2017年3月31日現在）,https://yomiuriland.co.jp/,正力松太郎 田邊宗英,"60億5,303万円",1949年 （昭和24年） 9月24日 （株式会社川崎競馬倶楽部）,
株式会社 淀川製鋼所,鉄鋼,"連結:2,452人 単独:1,157人 （2016年3月末現在）",https://www.yodoko.co.jp/,,232.2億円（2016年3月末現在）,1935年 （ 昭和 10年） 1月30日,
ライオン株式会社,化学,,https://www.lion.co.jp/ja/,小林富次郎 （創業者）,344億33百万円,1918年 （ 大正 7年） 9月3日 （株式会社小林商店）,
株式会社ヨシムラ・フード・ホールディングス,食料品,764名（連結、臨時雇用者含む） [1],http://y-food-h.com/,,10億4828万7千円,2008年 3月18日 （株式会社エルパートナーズ）,
株式会社ヨシックス,小売業,,https://yossix.co.jp/,,,1985年 4月,
横浜冷凍株式会社,卸売業,"連結1,489名 単独962名",http://www.yokorei.co.jp/,,110億6842万円,1948年 5月13日,横浜市 神奈川区 守屋町一丁目1番地7
横河電機株式会社,電気機器,連結：1万8329人 個別：2537人 （2017年3月31日現在）,https://www.yokogawa.co.jp/,,434億105万円,1920年 12月1日,
養命酒製造株式会社,食料品,272名（2017年3月31日現在）,https://www.yomeishu.co.jp/,,"16億5,000万円",1923年 （ 大正 12年） 6月20日 （株式會社天龍舘）（創業： 1602年 （ 慶長 7年））,
ユニプレス株式会社,輸送用機器,"単独:1,775名 連結:6,502名 （2012年3月31日現在）",https://www.unipres.co.jp/,,"95億539万5,100円",1945年 （ 昭和 20年） 3月1日 （山川板金工業株式会社）,
ユニデンホールディングス株式会社,電気機器,連結755人、単体37人 （2017年3月31日現在）,http://www.uniden.co.jp/,,180億円,1966年 2月7日,
横浜ゴム株式会社,ゴム製品,"連結：22,187人 単体：5,263人 （2015年3月）",https://www.y-yokohama.com/,稲垣平太郎 （初代社長）,389億900万円（2015年3月末）,1917年10月13日,
株式会社吉野家,小売業,"連結：4,251人 単独：329人 （2017年2月末日現在）",http://www.yoshinoya-holdings.com/,松田栄吉 （創業者） 松田瑞穂 （2代目） 安部修仁 （元社長） 深澤五郎（元副社長）,102億65万円 （2017年2月末日現在）,1958年 （ 昭和 33年） 12月27日,
株式会社ヨコオ,電気機器,単体558名、連結5348名（2015年3月末現在）,https://www.yokowo.co.jp/,,39億円（2015年3月末現在）,1951年 6月14日,
ユニ・チャーム株式会社,化学,"単体1,297人、連結15,500人 （2015年12月31日現在）",http://www.unicharm.co.jp/,高原慶一朗 （創業者）,159億92百万円 （ 2015年 12月31日現在）,1961年 （ 昭和 36年） 2月10日,愛媛県 四国中央市 金生町下分182番地
ユニチカ株式会社,繊維製品,"単体：1,112〔235〕人 連結：3,671〔790〕人※1",https://www.unitika.co.jp/,岩田惣三郎 田代重右衛門 小寺成蔵 小寺源吾 原吉平 小寺新六郎 逢坂五郎 原乙彦 坂口二郎 菊池文吾 広岡信五郎 大松博文 河西昌枝 宮本恵美子 谷田絹子 半田百合子 松村好子 松村勝美 本田憲子 磯辺サタ 篠崎洋子 佐々木節子 藤本佑子,1億円,1889年 （ 明治 22年） 6月19日 （有限責任尼崎紡績会社）,〒 660-0824 兵庫県 尼崎市 東本町一丁目50番地
株式会社ユニカフェ,食料品,122人 （2017年12月31日現在）,https://www.unicafe.com/,,42億1650万円 （2017年12月31日現在）,1972年 （ 昭和 47年） 11月7日,
ユナイテッド・スーパーマーケット・ホールディングス株式会社,小売業,"連結：7,108人 単体：20人 （2018年2月末日現在）",https://www.usmh.co.jp/,小濵裕正 （初代会長）,100億円,2015年 （平成27年） 3月2日 [1],
株式会社ヨータイ,ガラス・土石製品,連結：629[135]人 単独：433[135]人※1,http://www.yotai.co.jp/,,"2,654百万円",1936年 （昭和11年）8月1日,日本 〒 597-0093 大阪府 貝塚市 二色中町8番1号
株式会社ユーシン精機,機械,連結663名（2017年3月期）,https://www.ype.co.jp/,,19億8566万円,1973年 10月22日,
株式会社ユナイテッドアローズ,小売業,"3,391人（2014年3月31日現在）",https://www.united-arrows.co.jp/index.html,重松理 （名誉会長） 岩城哲哉 （元社長）,30億円,1989年 （ 平成 元年） 10月2日 [1] 1975年 （昭和50年） 6月4日 （注） （株式会社エスレフル）,
油研工業株式会社,機械,419名 （ 2016年 3月31日 現在）,https://www.yuken.co.jp/,,41億910万円,1952年 11月27日,
雪印メグミルク株式会社,食料品,"連結5,009人、単体3,132人 （2018年3月31日現在）",http://www.meg-snow.com/,高野瀬忠明 （初代社長） 中野吉晴,200億円（2018年3月31日現在）,2009年10月1日,〒 065-0043 札幌市東区 苗穂町6丁目1番1号 （北海道統括支店及び札幌工場併設）
株式会社U-NEXT,情報・通信業,連結4073名 （2018年8月31日現在）,https://usen-next.co.jp/,夏野剛 、 島田亨 、 堀内雅生,"9,445万円",2009年2月3日,
株式会社ゆうちょ銀行,銀行業,"1万2,800名 （2019年3月31日現在）",https://www.jp-bank.japanpost.jp/,古川洽次 （初代会長） 川茂夫 （元会長） 足立盛二郎 （元会長） 高木祥吉 （初代社長） 西室泰三 （元社長） 長門正貢 （元社長）,"3兆5,000億円",2006年 （ 平成 18年） 9月1日 （株式会社ゆうちょ）,
ユシロ化学工業株式会社,石油・石炭製品,,https://www.yushiro.co.jp/,,42億4900万円（連結）,1944年 7月24日,
有機合成薬品工業株式会社,化学,263人 （2014年3月31日現在） [1],https://www.yuki-gosei.co.jp/,,34億71百万円 （2014年3月現在） [1],1947年,
株式会社ユーグレナ,食料品,424人 （2018年9月末時点）,https://www.euglena.jp/,,54億2424万円,2005年8月9日 （14年前） （ 2005-08-09 ）,
ユー・エム・シー・エレクトロニクス株式会社,電気機器,"単独217名、連結10,495名 （2018年3月末）",http://www.umc.co.jp/,内山 茂（創業者:長男） 内山 尚男（創業者：次男） 内山 修（創業者：三男）,47億29百万円 （2019年3月期）,1968年 1月5日,
株式会社UACJ,非鉄金属,連結:10067人 （2018年3月）,https://www.uacj.co.jp/,古河市兵衛 住友吉左衛門 古田俊之助,522億77百万円（2018年3月）,1890年 4月 （住友伸銅場）,
株式会社 ユアテック,建設業,"単体：3,776人 連結：4,974人 （2019年3月31日現在）",http://www.yurtec.co.jp/,,78億300万円 （2014年3月31日現在）,1944年 （ 昭和 19年） 10月10日,
株式会社船井総研ホールディングス,サービス業,521人（2015年12月31日現在）,https://hd.funaisoken.co.jp/,船井幸雄,30億円,2013年11月（株式会社船井総合研究所分割準備会社として）,
株式会社 不動テトラ,建設業,連結862名 単独730名 （2017年3月31日現在）,https://www.fudotetra.co.jp/,,"5,000百万円 (2017年3月現在)",1947年 1月28日 （株式会社瀧田ノ組）,
双葉電子工業株式会社,電気機器,"単体：1,209名 連結:5,141名 （2016年3月）",http://www.futaba.co.jp/,,225億58百万円,1948年 2月3日,
フタバ産業株式会社,輸送用機器,連結：9969名 単独：3312名 （2018年3月期）,http://www.futabasangyo.com/,小塚逸夫 （元社長）,168億円,1945年 （ 昭和 20年） 11月,
扶桑薬品工業株式会社,医薬品,"連結：1,377人 単独：1,377人",https://www.fuso-pharm.co.jp/,,"10,758百万円",1937年 （昭和12年） 3月25日 (大和商会),〒 541-0045 大阪市 中央区 道修町 1丁目7番10号
扶桑化学工業株式会社,化学,連結：755名　単独：437名 （2018年3月31日現在）,https://fusokk.co.jp/,赤澤 庄三（ファウンダー名誉 会長 ）,"43億3,404万7,500円",1957年 （ 昭和 32年） 6月24日,
株式会社不二家,食料品,"連結：2,125人 単体：1,143人 （2018年12月31日現在）",https://www.fujiya-peko.co.jp,藤井林右衛門（創業者） 藤井総四郎（3代目社長） 藤井林太郎 （6代目社長） 桜井康文 （7代目社長） 峯野龍弘 （元社外取締役）,"182億8,014百万円 （2018年12月31日現在）",1938年 （ 昭和 13年） 6月30日,
藤森工業株式会社,化学,"連結：1,531名、単体：982名 （2013年9月末現在）",https://www.zacros.co.jp/,,66億68万円,1936年 11月4日,
株式会社フジ・メディア・ホールディングス,情報・通信業,連結 7679人、単体 27人 （2019年9月20日現在） [5],https://www.fujimediahd.co.jp/,,1462億35万円 （2017年3月31日時点） [1],1957年 （ 昭和 32年） 11月18日 （ 株式会社富士テレビジョン ）,
株式会社フジミインコーポレーテッド,ガラス・土石製品,連結：827名　単独：568名 （2017年3月31日現在）,http://www.fujimiinc.co.jp/,,"47億5,343万8,500円",1953年 （昭和28年） 3月20日 （不二見研磨材工業株式会社）,
株式会社 富士ピー・エス,建設業,（連結）420名　　(2019年3月31日現在),https://www.fujips.co.jp/,,23億7927万円,1954年 （昭和29年） 1954年 （昭和29年）,日本 〒 810-0022 福岡県 福岡市 中央区 薬院 1丁目13番8号
ブックオフグループホールディングス株式会社,小売業,連結:1156人 （2016年5月）,http://www.bookoff.co.jp/,坂本孝 （創業者） 橋本真由美 （元社長・現取締役相談役） 佐藤弘志 （元社長） 松下展千 （元社長）,36億5239万円 （ 2015年 12月31日現在） [広報 1],1991年 （ 平成 3年） 8月1日 [1],
富士電機株式会社,電気機器,連結:2万6503名 （2017年3月末現在）,https://www.fujielectric.co.jp/,名取和作 （初代社長）,475億8606万7310円 （2017年3月末現在）,1923年 8月29日 （富士電機製造株式会社）,〒 210-9530 神奈川県 川崎市 川崎区 田辺新田 1番1号 (※)
富士紡ホールディングス株式会社,繊維製品,"連結：1,386名 （2017年3月31日現在）",https://www.fujibo.co.jp/,日比谷平左衛門 和田豊治,66億73百万円,1896年 3月24日,
フジッコ株式会社,食料品,連結1013人（2014年3月31日現在）,https://www.fujicco.co.jp,山岸八郎 （創業者・初代社長）,"65億6,653万円（2014年3月31日現在）",1960年 11月7日,
富士フイルムホールディングス株式会社,化学,"連結：7万2,332人（2019年3月31日現在）",https://www.fujifilmholdings.com/ja/,,"403億6,300万円",1934年 （ 昭和 9年） 1月20日 （富士写真フイルム株式会社）,〒 106-8620 東京都港区 西麻布 二丁目26番30号 （富士フイルム西麻布ビル）
株式会社富士通ゼネラル,電気機器,"連結 7,817人 単独 1,658名 （2019年3月現在）",https://www.fujitsu-general.com/jp/,八尾敬次郎 （創業者）,180億8910万円（2016年3月末日現在）,1936年 （昭和11年） 1月15日,
フジテック株式会社,機械,"単体2,982人 連結10,105人 （2019年3月31日現在）",https://www.fujitec.co.jp/,,125億3393万円 （2019年3月31日現在）,1948年 2月9日,
富士通株式会社,電気機器,13万2138人 （2019年3月末時点）,https://www.fujitsu.com/jp/,吉村萬治郎 （創業者） 岡田完二郎 （元社長） 山本卓眞 （元社長） 清宮博 （元社長） 秋草直之 （元社長） 間塚道義 （元社長） 山本正已 （元社長） 田中達也 （元社長） 池田敏雄,3246億2500万円 （2013年3月31日時点） [PR 1],1935年 6月20日 （富士通信機製造株式会社）,〒 211-8588 神奈川県 川崎市 中原区 上小田中 四丁目1番1号
富士ソフト株式会社,情報・通信業,"単体5,919名、連結1万2,560名 （2016年12月末現在）",https://www.fsi.co.jp/,野澤宏 （創業者） 白石晴久 （元社長） 蓮見敏男 （元副会長）,"262億28万9,000円(2009年3月現在)",1970年 5月15日,
富士石油株式会社,石油・石炭製品,単独440名、連結640名(2019年3月末現在),http://www.foc.co.jp/,水野惣平 、 大橋幹夫 、 清水正孝,244億67百万円,2003年 （平成15年） 1月31日,
